forecast_month,product_id,customer_id,forecast_quantity,forecast_version
2025-08-01,104,9,1372,Current
2025-08-01,104,10,1143,Current
2025-08-01,104,11,1095,Current
2025-08-01,104,12,844,Current
2025-08-01,104,13,475,Current
2025-08-01,104,14,724,Current
2025-08-01,104,15,591,Current
2025-08-01,105,1,1367,Current
2025-08-01,105,2,734,Current
2025-08-01,105,3,1365,Current
2025-08-01,105,4,986,Current
2025-08-01,105,5,498,Current
2025-08-01,105,6,571,Current
2025-08-01,105,7,517,Current
2025-08-01,105,8,703,Current
2025-08-01,105,9,1195,Current
2025-08-01,105,10,904,Current
2025-08-01,105,11,1116,Current
2025-08-01,105,12,953,Current
2025-08-01,105,13,394,Current
2025-08-01,105,14,649,Current
2025-08-01,105,15,609,Current
2025-08-01,106,1,1577,Current
2025-08-01,106,2,520,Current
2025-08-01,106,3,907,Current
2025-08-01,106,4,961,Current
2025-08-01,106,5,459,Current
2025-08-01,106,6,621,Current
2025-08-01,106,7,515,Current
2025-08-01,106,8,561,Current
2025-08-01,106,9,1304,Current
2025-08-01,106,10,1056,Current
2025-08-01,106,11,1109,Current
2025-08-01,106,12,963,Current
2025-08-01,106,13,469,Current
2025-08-01,106,14,782,Current
2025-08-01,106,15,588,Current
2025-08-01,107,1,1532,Current
2025-08-01,107,2,724,Current
2025-08-01,107,3,945,Current
2025-08-01,107,4,1065,Current
2025-08-01,107,5,509,Current
2025-08-01,107,6,621,Current
2025-08-01,107,7,578,Current
2025-08-01,107,8,615,Current
2025-08-01,107,9,1340,Current
2025-08-01,107,10,980,Current
2025-08-01,107,11,961,Current
2025-08-01,107,12,867,Current
2025-08-01,107,13,530,Current
2025-08-01,107,14,953,Current
2025-08-01,107,15,577,Current
2025-08-01,108,1,1889,Current
2025-08-01,108,2,553,Current
2025-08-01,108,3,965,Current
2025-08-01,108,4,1145,Current
2025-08-01,108,5,469,Current
2025-08-01,108,6,753,Current
2025-08-01,108,7,535,Current
2025-08-01,108,8,676,Current
2025-08-01,108,9,1375,Current
2025-08-01,108,10,1122,Current
2025-08-01,108,11,944,Current
2025-08-01,108,12,820,Current
2025-08-01,108,13,498,Current
2025-08-01,108,14,840,Current
2025-08-01,108,15,649,Current
2025-08-01,109,1,1132,Current
2025-08-01,109,2,417,Current
2025-08-01,109,3,1607,Current
2025-08-01,109,4,790,Current
2025-08-01,109,5,447,Current
2025-08-01,109,6,530,Current
2025-08-01,109,7,372,Current
2025-08-01,109,8,441,Current
2025-08-01,109,9,841,Current
2025-08-01,109,10,1300,Current
2025-08-01,109,11,860,Current
2025-08-01,109,12,1467,Current
2025-08-01,109,13,309,Current
2025-08-01,109,14,630,Current
2025-08-01,109,15,469,Current
2025-08-01,110,1,1065,Current
2025-08-01,110,2,536,Current
2025-08-01,110,3,812,Current
2025-08-01,110,4,1266,Current
2025-08-01,110,5,759,Current
2025-08-01,110,6,728,Current
2025-08-01,110,7,376,Current
2025-08-01,110,8,474,Current
2025-08-01,110,9,937,Current
2025-08-01,110,10,720,Current
2025-08-01,110,11,701,Current
2025-08-01,110,12,1150,Current
2025-08-01,110,13,296,Current
2025-08-01,110,14,494,Current
2025-08-01,110,15,357,Current
2025-08-01,111,1,1072,Current
2025-08-01,111,2,558,Current
2025-08-01,111,3,754,Current
2025-08-01,111,4,1899,Current
2025-08-01,111,5,456,Current
2025-08-01,111,6,543,Current
2025-08-01,111,7,479,Current
2025-08-01,111,8,559,Current
2025-08-01,111,9,926,Current
2025-08-01,111,10,1534,Current
2025-08-01,111,11,771,Current
2025-08-01,111,12,549,Current
2025-08-01,111,13,376,Current
2025-08-01,111,14,562,Current
2025-08-01,111,15,536,Current
2025-08-01,112,1,1206,Current
2025-08-01,112,2,536,Current
2025-08-01,112,3,805,Current
2025-08-01,112,4,953,Current
2025-08-01,112,5,407,Current
2025-08-01,112,6,534,Current
2025-08-01,112,7,535,Current
2025-08-01,112,8,1277,Current
2025-08-01,112,9,871,Current
2025-08-01,112,10,1255,Current
2025-08-01,112,11,912,Current
2025-08-01,112,12,734,Current
2025-08-01,112,13,751,Current
2025-08-01,112,14,566,Current
2025-08-01,112,15,476,Current
2025-08-01,113,1,935,Current
2025-08-01,113,2,536,Current
2025-08-01,113,3,860,Current
2025-08-01,113,4,570,Current
2025-08-01,113,5,444,Current
2025-08-01,113,6,507,Current
2025-08-01,113,7,425,Current
2025-08-01,113,8,930,Current
2025-08-01,113,9,943,Current
2025-08-01,113,10,754,Current
2025-08-01,113,11,1948,Current
2025-08-01,113,12,963,Current
2025-08-01,113,13,340,Current
2025-08-01,113,14,1311,Current
2025-08-01,113,15,408,Current
2025-08-01,114,1,1076,Current
2025-08-01,114,2,973,Current
2025-08-01,114,3,578,Current
2025-08-01,114,4,575,Current
2025-08-01,114,5,461,Current
2025-08-01,114,6,1355,Current
2025-08-01,114,7,390,Current
2025-08-01,114,8,832,Current
2025-08-01,114,9,2008,Current
2025-08-01,114,10,726,Current
2025-08-01,114,11,1127,Current
2025-08-01,114,12,737,Current
2025-08-01,114,13,337,Current
2025-08-01,114,14,1561,Current
2025-08-01,114,15,397,Current
2025-08-01,115,1,1551,Current
2025-08-01,115,2,428,Current
2025-08-01,115,3,647,Current
2025-08-01,115,4,576,Current
2025-08-01,115,5,276,Current
2025-08-01,115,6,420,Current
2025-08-01,115,7,370,Current
2025-08-01,115,8,528,Current
2025-08-01,115,9,861,Current
2025-08-01,115,10,663,Current
2025-08-01,115,11,650,Current
2025-08-01,115,12,1350,Current
2025-08-01,115,13,309,Current
2025-08-01,115,14,860,Current
2025-08-01,115,15,703,Current
2025-08-01,116,1,2058,Current
2025-08-01,116,2,382,Current
2025-08-01,116,3,629,Current
2025-08-01,116,4,1432,Current
2025-08-01,116,5,307,Current
2025-08-01,116,6,494,Current
2025-08-01,116,7,440,Current
2025-08-01,116,8,392,Current
2025-08-01,116,9,944,Current
2025-08-01,116,10,1014,Current
2025-08-01,116,11,565,Current
2025-08-01,116,12,598,Current
2025-08-01,116,13,303,Current
2025-08-01,116,14,533,Current
2025-08-01,116,15,339,Current
2025-08-01,117,1,742,Current
2025-08-01,117,2,275,Current
2025-08-01,117,3,670,Current
2025-08-01,117,4,773,Current
2025-08-01,117,5,309,Current
2025-08-01,117,6,347,Current
2025-08-01,117,7,336,Current
2025-08-01,117,8,351,Current
2025-08-01,117,9,604,Current
2025-08-01,117,10,530,Current
2025-08-01,117,11,531,Current
2025-08-01,117,12,447,Current
2025-08-01,117,13,226,Current
2025-08-01,117,14,399,Current
2025-08-01,117,15,302,Current
2025-08-01,118,1,708,Current
2025-08-01,118,2,328,Current
2025-08-01,118,3,536,Current
2025-08-01,118,4,497,Current
2025-08-01,118,5,288,Current
2025-08-01,118,6,303,Current
2025-08-01,118,7,429,Current
2025-08-01,118,8,342,Current
2025-08-01,118,9,578,Current
2025-08-01,118,10,557,Current
2025-08-01,118,11,478,Current
2025-08-01,118,12,415,Current
2025-08-01,118,13,216,Current
2025-08-01,118,14,278,Current
2025-08-01,118,15,266,Current
2025-08-01,119,1,683,Current
2025-08-01,119,2,645,Current
2025-08-01,119,3,496,Current
2025-08-01,119,4,609,Current
2025-08-01,119,5,250,Current
2025-08-01,119,6,352,Current
2025-08-01,119,7,271,Current
2025-08-01,119,8,339,Current
2025-08-01,119,9,620,Current
2025-08-01,119,10,874,Current
2025-08-01,119,11,546,Current
2025-08-01,119,12,431,Current
2025-08-01,119,13,247,Current
2025-08-01,119,14,389,Current
2025-08-01,119,15,297,Current
2025-08-01,120,1,689,Current
2025-08-01,120,2,276,Current
2025-08-01,120,3,476,Current
2025-08-01,120,4,423,Current
2025-08-01,120,5,238,Current
2025-08-01,120,6,366,Current
2025-08-01,120,7,297,Current
2025-08-01,120,8,306,Current
2025-08-01,120,9,664,Current
2025-08-01,120,10,484,Current
2025-08-01,120,11,480,Current
2025-08-01,120,12,448,Current
2025-08-01,120,13,233,Current
2025-08-01,120,14,340,Current
2025-08-01,120,15,289,Current
2025-08-01,121,1,831,Current
2025-08-01,121,2,395,Current
2025-08-01,121,3,573,Current
2025-08-01,121,4,489,Current
2025-08-01,121,5,335,Current
2025-08-01,121,6,365,Current
2025-08-01,121,7,220,Current
2025-08-01,121,8,299,Current
2025-08-01,121,9,706,Current
2025-08-01,121,10,529,Current
2025-08-01,121,11,546,Current
2025-08-01,121,12,417,Current
2025-08-01,121,13,234,Current
2025-08-01,121,14,379,Current
2025-08-01,121,15,362,Current
2025-08-01,122,1,724,Current
2025-08-01,122,2,401,Current
2025-08-01,122,3,503,Current
2025-08-01,122,4,489,Current
2025-08-01,122,5,337,Current
2025-08-01,122,6,491,Current
2025-08-01,122,7,271,Current
2025-08-01,122,8,413,Current
2025-08-01,122,9,791,Current
2025-08-01,122,10,502,Current
2025-08-01,122,11,701,Current
2025-08-01,122,12,443,Current
2025-08-01,122,13,278,Current
2025-08-01,122,14,394,Current
2025-08-01,122,15,327,Current
2025-08-01,123,1,850,Current
2025-08-01,123,2,305,Current
2025-08-01,123,3,515,Current
2025-08-01,123,4,532,Current
2025-08-01,123,5,304,Current
2025-08-01,123,6,353,Current
2025-08-01,123,7,346,Current
2025-08-01,123,8,578,Current
2025-08-01,123,9,604,Current
2025-08-01,123,10,463,Current
2025-08-01,123,11,490,Current
2025-08-01,123,12,426,Current
2025-08-01,123,13,285,Current
2025-08-01,123,14,377,Current
2025-08-01,123,15,326,Current
2025-08-01,124,1,723,Current
2025-08-01,124,2,273,Current
2025-08-01,124,3,460,Current
2025-08-01,124,4,521,Current
2025-08-01,124,5,315,Current
2025-08-01,124,6,387,Current
2025-08-01,124,7,281,Current
2025-08-01,124,8,375,Current
2025-08-01,124,9,580,Current
2025-08-01,124,10,484,Current
2025-08-01,124,11,545,Current
2025-08-01,124,12,415,Current
2025-08-01,124,13,229,Current
2025-08-01,124,14,347,Current
2025-08-01,124,15,282,Current
2025-08-01,125,1,566,Current
2025-08-01,125,2,260,Current
2025-08-01,125,3,404,Current
2025-08-01,125,4,375,Current
2025-08-01,125,5,204,Current
2025-08-01,125,6,312,Current
2025-08-01,125,7,199,Current
2025-08-01,125,8,275,Current
2025-08-01,125,9,426,Current
2025-08-01,125,10,435,Current
2025-08-01,125,11,355,Current
2025-08-01,125,12,349,Current
2025-08-01,125,13,167,Current
2025-08-01,125,14,276,Current
2025-08-01,125,15,368,Current
2025-08-01,126,1,580,Current
2025-08-01,126,2,224,Current
2025-08-01,126,3,326,Current
2025-08-01,126,4,385,Current
2025-08-01,126,5,204,Current
2025-08-01,126,6,258,Current
2025-08-01,126,7,186,Current
2025-08-01,126,8,225,Current
2025-08-01,126,9,557,Current
2025-08-01,126,10,419,Current
2025-08-01,126,11,427,Current
2025-08-01,126,12,314,Current
2025-08-01,126,13,166,Current
2025-08-01,126,14,306,Current
2025-08-01,126,15,191,Current
2025-08-01,127,1,609,Current
2025-08-01,127,2,294,Current
2025-08-01,127,3,451,Current
2025-08-01,127,4,448,Current
2025-08-01,127,5,251,Current
2025-08-01,127,6,263,Current
2025-08-01,127,7,227,Current
2025-08-01,127,8,284,Current
2025-08-01,127,9,542,Current
2025-08-01,127,10,588,Current
2025-08-01,127,11,408,Current
2025-08-01,127,12,386,Current
2025-08-01,127,13,191,Current
2025-08-01,127,14,288,Current
2025-08-01,127,15,299,Current
2025-08-01,128,1,539,Current
2025-08-01,128,2,311,Current
2025-08-01,128,3,450,Current
2025-08-01,128,4,490,Current
2025-08-01,128,5,199,Current
2025-08-01,128,6,255,Current
2025-08-01,128,7,264,Current
2025-08-01,128,8,243,Current
2025-08-01,128,9,551,Current
2025-08-01,128,10,434,Current
2025-08-01,128,11,551,Current
2025-08-01,128,12,352,Current
2025-08-01,128,13,165,Current
2025-08-01,128,14,306,Current
2025-08-01,128,15,263,Current
2025-08-01,129,1,717,Current
2025-08-01,129,2,381,Current
2025-08-01,129,3,473,Current
2025-08-01,129,4,410,Current
2025-08-01,129,5,218,Current
2025-08-01,129,6,295,Current
2025-08-01,129,7,243,Current
2025-08-01,129,8,259,Current
2025-08-01,129,9,574,Current
2025-08-01,129,10,430,Current
2025-08-01,129,11,475,Current
2025-08-01,129,12,402,Current
2025-08-01,129,13,136,Current
2025-08-01,129,14,288,Current
2025-08-01,129,15,240,Current
2025-08-01,130,1,578,Current
2025-08-01,130,2,290,Current
2025-08-01,130,3,396,Current
2025-08-01,130,4,463,Current
2025-08-01,130,5,305,Current
2025-08-01,130,6,230,Current
2025-08-01,130,7,232,Current
2025-08-01,130,8,261,Current
2025-08-01,130,9,572,Current
2025-08-01,130,10,378,Current
2025-08-01,130,11,468,Current
2025-08-01,130,12,316,Current
2025-08-01,130,13,195,Current
2025-08-01,130,14,301,Current
2025-08-01,130,15,223,Current
2025-08-01,131,1,578,Current
2025-08-01,131,2,319,Current
2025-08-01,131,3,408,Current
2025-08-01,131,4,504,Current
2025-08-01,131,5,265,Current
2025-08-01,131,6,328,Current
2025-08-01,131,7,236,Current
2025-08-01,131,8,298,Current
2025-08-01,131,9,598,Current
2025-08-01,131,10,423,Current
2025-08-01,131,11,414,Current
2025-08-01,131,12,388,Current
2025-08-01,131,13,195,Current
2025-08-01,131,14,357,Current
2025-08-01,131,15,251,Current
2025-08-01,132,1,709,Current
2025-08-01,132,2,305,Current
2025-08-01,132,3,394,Current
2025-08-01,132,4,408,Current
2025-08-01,132,5,295,Current
2025-08-01,132,6,315,Current
2025-08-01,132,7,253,Current
2025-08-01,132,8,278,Current
2025-08-01,132,9,527,Current
2025-08-01,132,10,405,Current
2025-08-01,132,11,422,Current
2025-08-01,132,12,376,Current
2025-08-01,132,13,241,Current
2025-08-01,132,14,406,Current
2025-08-01,132,15,313,Current
2025-08-01,133,1,1561,Current
2025-08-01,133,2,547,Current
2025-08-01,133,3,702,Current
2025-08-01,133,4,887,Current
2025-08-01,133,5,516,Current
2025-08-01,133,6,601,Current
2025-08-01,133,7,500,Current
2025-08-01,133,8,726,Current
2025-08-01,133,9,1141,Current
2025-08-01,133,10,1466,Current
2025-08-01,133,11,932,Current
2025-08-01,133,12,663,Current
2025-08-01,133,13,340,Current
2025-08-01,133,14,780,Current
2025-08-01,133,15,529,Current
2025-08-01,134,1,1312,Current
2025-08-01,134,2,542,Current
2025-08-01,134,3,834,Current
2025-08-01,134,4,888,Current
2025-08-01,134,5,487,Current
2025-08-01,134,6,547,Current
2025-08-01,134,7,577,Current
2025-08-01,134,8,562,Current
2025-08-01,134,9,1205,Current
2025-08-01,134,10,878,Current
2025-08-01,134,11,882,Current
2025-08-01,134,12,848,Current
2025-08-01,134,13,382,Current
2025-08-01,134,14,1098,Current
2025-08-01,134,15,532,Current
2025-08-01,135,1,1178,Current
2025-08-01,135,2,529,Current
2025-08-01,135,3,753,Current
2025-08-01,135,4,888,Current
2025-08-01,135,5,445,Current
2025-08-01,135,6,546,Current
2025-08-01,135,7,449,Current
2025-08-01,135,8,535,Current
2025-08-01,135,9,1139,Current
2025-08-01,135,10,1086,Current
2025-08-01,135,11,726,Current
2025-08-01,135,12,700,Current
2025-08-01,135,13,357,Current
2025-08-01,135,14,640,Current
2025-08-01,135,15,449,Current
2025-08-01,136,1,1287,Current
2025-08-01,136,2,481,Current
2025-08-01,136,3,724,Current
2025-08-01,136,4,749,Current
2025-08-01,136,5,366,Current
2025-08-01,136,6,471,Current
2025-08-01,136,7,409,Current
2025-08-01,136,8,590,Current
2025-08-01,136,9,1096,Current
2025-08-01,136,10,766,Current
2025-08-01,136,11,874,Current
2025-08-01,136,12,685,Current
2025-08-01,136,13,329,Current
2025-08-01,136,14,707,Current
2025-08-01,136,15,864,Current
2025-08-01,137,1,1533,Current
2025-08-01,137,2,547,Current
2025-08-01,137,3,871,Current
2025-08-01,137,4,714,Current
2025-08-01,137,5,508,Current
2025-08-01,137,6,573,Current
2025-08-01,137,7,491,Current
2025-08-01,137,8,521,Current
2025-08-01,137,9,1117,Current
2025-08-01,137,10,927,Current
2025-08-01,137,11,1019,Current
2025-08-01,137,12,683,Current
2025-08-01,137,13,662,Current
2025-08-01,137,14,652,Current
2025-08-01,137,15,518,Current
2025-08-01,138,1,1277,Current
2025-08-01,138,2,700,Current
2025-08-01,138,3,790,Current
2025-08-01,138,4,878,Current
2025-08-01,138,5,456,Current
2025-08-01,138,6,475,Current
2025-08-01,138,7,503,Current
2025-08-01,138,8,575,Current
2025-08-01,138,9,1582,Current
2025-08-01,138,10,878,Current
2025-08-01,138,11,866,Current
2025-08-01,138,12,851,Current
2025-08-01,138,13,426,Current
2025-08-01,138,14,703,Current
2025-08-01,138,15,587,Current
2025-08-01,139,1,1430,Current
2025-08-01,139,2,854,Current
2025-08-01,139,3,887,Current
2025-08-01,139,4,749,Current
2025-08-01,139,5,479,Current
2025-08-01,139,6,678,Current
2025-08-01,139,7,562,Current
2025-08-01,139,8,550,Current
2025-08-01,139,9,1092,Current
2025-08-01,139,10,1805,Current
2025-08-01,139,11,1546,Current
2025-08-01,139,12,835,Current
2025-08-01,139,13,377,Current
2025-08-01,139,14,710,Current
2025-08-01,139,15,580,Current
2025-08-01,140,1,1195,Current
2025-08-01,140,2,674,Current
2025-08-01,140,3,936,Current
2025-08-01,140,4,1029,Current
2025-08-01,140,5,503,Current
2025-08-01,140,6,569,Current
2025-08-01,140,7,548,Current
2025-08-01,140,8,597,Current
2025-08-01,140,9,1138,Current
2025-08-01,140,10,1427,Current
2025-08-01,140,11,1082,Current
2025-08-01,140,12,752,Current
2025-08-01,140,13,376,Current
2025-08-01,140,14,640,Current
2025-08-01,140,15,903,Current
2025-09-01,101,1,1648,Current
2025-09-01,101,2,816,Current
2025-09-01,101,3,1150,Current
2025-09-01,101,4,1184,Current
2025-09-01,101,5,789,Current
2025-09-01,101,6,665,Current
2025-09-01,101,7,728,Current
2025-09-01,101,8,787,Current
2025-09-01,101,9,1195,Current
2025-09-01,101,10,1160,Current
2025-09-01,101,11,1277,Current
2025-09-01,101,12,1136,Current
2025-09-01,101,13,612,Current
2025-09-01,101,14,914,Current
2025-09-01,101,15,778,Current
2025-09-01,102,1,1939,Current
2025-09-01,102,2,665,Current
2025-09-01,102,3,1374,Current
2025-09-01,102,4,1234,Current
2025-09-01,102,5,747,Current
2025-09-01,102,6,744,Current
2025-09-01,102,7,714,Current
2025-09-01,102,8,804,Current
2025-09-01,102,9,1684,Current
2025-09-01,102,10,1052,Current
2025-09-01,102,11,1338,Current
2025-09-01,102,12,1074,Current
2025-09-01,102,13,434,Current
2025-09-01,102,14,943,Current
2025-09-01,102,15,719,Current
2025-09-01,103,1,1546,Current
2025-09-01,103,2,563,Current
2025-09-01,103,3,1092,Current
2025-09-01,103,4,1743,Current
2025-09-01,103,5,581,Current
2025-09-01,103,6,707,Current
2025-09-01,103,7,612,Current
2025-09-01,103,8,730,Current
2025-09-01,103,9,1326,Current
2025-09-01,103,10,1162,Current
2025-09-01,103,11,1204,Current
2025-09-01,103,12,988,Current
2025-09-01,103,13,480,Current
2025-09-01,103,14,874,Current
2025-09-01,103,15,654,Current
2025-09-01,104,1,1654,Current
2025-09-01,104,2,631,Current
2025-09-01,104,3,1059,Current
2025-09-01,104,4,1153,Current
2025-09-01,104,5,589,Current
2025-09-01,104,6,775,Current
2025-09-01,104,7,544,Current
2025-09-01,104,8,720,Current
2025-09-01,104,9,1340,Current
2025-09-01,104,10,1073,Current
2025-09-01,104,11,964,Current
2025-09-01,104,12,903,Current
2025-09-01,104,13,404,Current
2025-09-01,104,14,774,Current
2025-09-01,104,15,671,Current
2025-09-01,105,1,1690,Current
2025-09-01,105,2,601,Current
2025-09-01,105,3,991,Current
2025-09-01,105,4,985,Current
2025-09-01,105,5,790,Current
2025-09-01,105,6,707,Current
2025-09-01,105,7,548,Current
2025-09-01,105,8,857,Current
2025-09-01,105,9,1195,Current
2025-09-01,105,10,1024,Current
2025-09-01,105,11,860,Current
2025-09-01,105,12,788,Current
2025-09-01,105,13,358,Current
2025-09-01,105,14,771,Current
2025-09-01,105,15,555,Current
2025-09-01,106,1,1345,Current
2025-09-01,106,2,555,Current
2025-09-01,106,3,1426,Current
2025-09-01,106,4,1193,Current
2025-09-01,106,5,601,Current
2025-09-01,106,6,599,Current
2025-09-01,106,7,609,Current
2025-09-01,106,8,629,Current
2025-09-01,106,9,1212,Current
2025-09-01,106,10,831,Current
2025-09-01,106,11,1364,Current
2025-09-01,106,12,811,Current
2025-09-01,106,13,424,Current
2025-09-01,106,14,692,Current
2025-09-01,106,15,363,Current
2025-09-01,107,1,1810,Current
2025-09-01,107,2,734,Current
2025-09-01,107,3,1017,Current
2025-09-01,107,4,1037,Current
2025-09-01,107,5,954,Current
2025-09-01,107,6,675,Current
2025-09-01,107,7,536,Current
2025-09-01,107,8,579,Current
2025-09-01,107,9,1581,Current
2025-09-01,107,10,1194,Current
2025-09-01,107,11,1127,Current
2025-09-01,107,12,1022,Current
2025-09-01,107,13,468,Current
2025-09-01,107,14,741,Current
2025-09-01,107,15,698,Current
2025-09-01,108,1,1654,Current
2025-09-01,108,2,626,Current
2025-09-01,108,3,1044,Current
2025-09-01,108,4,955,Current
2025-09-01,108,5,552,Current
2025-09-01,108,6,569,Current
2025-09-01,108,7,763,Current
2025-09-01,108,8,701,Current
2025-09-01,108,9,1529,Current
2025-09-01,108,10,1209,Current
2025-09-01,108,11,879,Current
2025-09-01,108,12,733,Current
2025-09-01,108,13,442,Current
2025-09-01,108,14,814,Current
2025-09-01,108,15,546,Current
2025-09-01,109,1,2881,Current
2025-09-01,109,2,333,Current
2025-09-01,109,3,771,Current
2025-09-01,109,4,940,Current
2025-09-01,109,5,365,Current
2025-09-01,109,6,527,Current
2025-09-01,109,7,381,Current
2025-09-01,109,8,474,Current
2025-09-01,109,9,1334,Current
2025-09-01,109,10,885,Current
2025-09-01,109,11,1450,Current
2025-09-01,109,12,598,Current
2025-09-01,109,13,315,Current
2025-09-01,109,14,597,Current
2025-09-01,109,15,633,Current
2025-09-01,110,1,995,Current
2025-09-01,110,2,881,Current
2025-09-01,110,3,1509,Current
2025-09-01,110,4,675,Current
2025-09-01,110,5,478,Current
2025-09-01,110,6,497,Current
2025-09-01,110,7,355,Current
2025-09-01,110,8,527,Current
2025-09-01,110,9,2504,Current
2025-09-01,110,10,673,Current
2025-09-01,110,11,701,Current
2025-09-01,110,12,1216,Current
2025-09-01,110,13,304,Current
2025-09-01,110,14,638,Current
2025-09-01,110,15,1252,Current
2025-09-01,111,1,1130,Current
2025-09-01,111,2,430,Current
2025-09-01,111,3,790,Current
2025-09-01,111,4,880,Current
2025-09-01,111,5,449,Current
2025-09-01,111,6,1049,Current
2025-09-01,111,7,545,Current
2025-09-01,111,8,500,Current
2025-09-01,111,9,1945,Current
2025-09-01,111,10,1264,Current
2025-09-01,111,11,1922,Current
2025-09-01,111,12,2047,Current
2025-09-01,111,13,304,Current
2025-09-01,111,14,569,Current
2025-09-01,111,15,459,Current
2025-09-01,112,1,1202,Current
2025-09-01,112,2,536,Current
2025-09-01,112,3,900,Current
2025-09-01,112,4,1405,Current
2025-09-01,112,5,492,Current
2025-09-01,112,6,579,Current
2025-09-01,112,7,390,Current
2025-09-01,112,8,1289,Current
2025-09-01,112,9,1053,Current
2025-09-01,112,10,708,Current
2025-09-01,112,11,720,Current
2025-09-01,112,12,778,Current
2025-09-01,112,13,403,Current
2025-09-01,112,14,608,Current
2025-09-01,112,15,607,Current
2025-09-01,113,1,2743,Current
2025-09-01,113,2,960,Current
2025-09-01,113,3,663,Current
2025-09-01,113,4,1296,Current
2025-09-01,113,5,352,Current
2025-09-01,113,6,363,Current
2025-09-01,113,7,379,Current
2025-09-01,113,8,549,Current
2025-09-01,113,9,824,Current
2025-09-01,113,10,751,Current
2025-09-01,113,11,701,Current
2025-09-01,113,12,598,Current
2025-09-01,113,13,386,Current
2025-09-01,113,14,878,Current
2025-09-01,113,15,469,Current
2025-09-01,114,1,2326,Current
2025-09-01,114,2,896,Current
2025-09-01,114,3,1568,Current
2025-09-01,114,4,707,Current
2025-09-01,114,5,448,Current
2025-09-01,114,6,513,Current
2025-09-01,114,7,824,Current
2025-09-01,114,8,532,Current
2025-09-01,114,9,983,Current
2025-09-01,114,10,1541,Current
2025-09-01,114,11,669,Current
2025-09-01,114,12,598,Current
2025-09-01,114,13,371,Current
2025-09-01,114,14,509,Current
2025-09-01,114,15,506,Current
2025-09-01,115,1,1614,Current
2025-09-01,115,2,412,Current
2025-09-01,115,3,663,Current
2025-09-01,115,4,705,Current
2025-09-01,115,5,345,Current
2025-09-01,115,6,420,Current
2025-09-01,115,7,766,Current
2025-09-01,115,8,417,Current
2025-09-01,115,9,913,Current
2025-09-01,115,10,972,Current
2025-09-01,115,11,737,Current
2025-09-01,115,12,598,Current
2025-09-01,115,13,301,Current
2025-09-01,115,14,419,Current
2025-09-01,115,15,342,Current
2025-09-01,116,1,995,Current
2025-09-01,116,2,413,Current
2025-09-01,116,3,609,Current
2025-09-01,116,4,1454,Current
2025-09-01,116,5,363,Current
2025-09-01,116,6,493,Current
2025-09-01,116,7,368,Current
2025-09-01,116,8,430,Current
2025-09-01,116,9,588,Current
2025-09-01,116,10,747,Current
2025-09-01,116,11,684,Current
2025-09-01,116,12,543,Current
2025-09-01,116,13,361,Current
2025-09-01,116,14,374,Current
2025-09-01,116,15,806,Current
2025-09-01,117,1,690,Current
2025-09-01,117,2,235,Current
2025-09-01,117,3,482,Current
2025-09-01,117,4,482,Current
2025-09-01,117,5,279,Current
2025-09-01,117,6,339,Current
2025-09-01,117,7,335,Current
2025-09-01,117,8,332,Current
2025-09-01,117,9,793,Current
2025-09-01,117,10,555,Current
2025-09-01,117,11,447,Current
2025-09-01,117,12,405,Current
2025-09-01,117,13,221,Current
2025-09-01,117,14,407,Current
2025-09-01,117,15,303,Current
2025-09-01,118,1,1015,Current
2025-09-01,118,2,333,Current
2025-09-01,118,3,444,Current
2025-09-01,118,4,489,Current
2025-09-01,118,5,304,Current
2025-09-01,118,6,527,Current
2025-09-01,118,7,227,Current
2025-09-01,118,8,358,Current
2025-09-01,118,9,666,Current
2025-09-01,118,10,461,Current
2025-09-01,118,11,462,Current
2025-09-01,118,12,414,Current
2025-09-01,118,13,226,Current
2025-09-01,118,14,374,Current
2025-09-01,118,15,346,Current
2025-09-01,119,1,806,Current
2025-09-01,119,2,325,Current
2025-09-01,119,3,523,Current
2025-09-01,119,4,549,Current
2025-09-01,119,5,329,Current
2025-09-01,119,6,274,Current
2025-09-01,119,7,284,Current
2025-09-01,119,8,311,Current
2025-09-01,119,9,716,Current
2025-09-01,119,10,442,Current
2025-09-01,119,11,406,Current
2025-09-01,119,12,423,Current
2025-09-01,119,13,211,Current
2025-09-01,119,14,407,Current
2025-09-01,119,15,400,Current
2025-09-01,120,1,687,Current
2025-09-01,120,2,296,Current
2025-09-01,120,3,533,Current
2025-09-01,120,4,534,Current
2025-09-01,120,5,305,Current
2025-09-01,120,6,351,Current
2025-09-01,120,7,274,Current
2025-09-01,120,8,399,Current
2025-09-01,120,9,714,Current
2025-09-01,120,10,541,Current
2025-09-01,120,11,469,Current
2025-09-01,120,12,475,Current
2025-09-01,120,13,229,Current
2025-09-01,120,14,427,Current
2025-09-01,120,15,310,Current
2025-09-01,121,1,715,Current
2025-09-01,121,2,307,Current
2025-09-01,121,3,732,Current
2025-09-01,121,4,578,Current
2025-09-01,121,5,284,Current
2025-09-01,121,6,379,Current
2025-09-01,121,7,271,Current
2025-09-01,121,8,394,Current
2025-09-01,121,9,638,Current
2025-09-01,121,10,545,Current
2025-09-01,121,11,616,Current
2025-09-01,121,12,575,Current
2025-09-01,121,13,305,Current
2025-09-01,121,14,412,Current
2025-09-01,121,15,309,Current
2025-09-01,122,1,690,Current
2025-09-01,122,2,346,Current
